FABRIC TYPE,Item Name ORGANO,Details,,,URL,URL - Old,
TROUSERS,Tan Strings,11mm tan,27 December 2024,,,,
TROUSERS,Sand Strings,11mm beige,27 December 2024,,,,
TROUSERS,Sand Lines,7mm beige,27 December 2024,,,,
TROUSERS,Snow Lines,7mm white,27 December 2024,,,,
TROUSERS,Slate,,26 December 2024,,,,
TROUSERS,Deep Marine,Deep Marine (New),26 December 2024,,,,
TROUSERS,Deep Sea,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-moden-grains,,
TROUSERS,Dark Grey,,26 December 2024,,,,
TROUSERS,Dark Sun,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-moden-grains,,
TROUSERS,Champagne,,26 December 2024,,,,
TROUSERS,Pearl,,26 December 2024,,,,
TROUSERS,Ash Weft,Dark Ash,26 December 2024,,,,
TROUSERS,Gloom Weft,Dark Sky,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-fabric-magnik,,
TROUSERS,Denim Weft,,27 December 2024,,,,
TROUSERS,Coastal Weft,,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-fabric-magnik,,
TROUSERS,Sky Weft,,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-fabric-magnik,,
TROUSERS,Beach Weft,,27 December 2024,,,,
TROUSERS,Silver Weft,,27 December 2024,,,,
TROUSERS,Marine Stars,Blue Starry,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-flori-pattern-suiting,,
TROUSERS,Beach Sparkle,Tan,24 February 2025,For ARCHIVING,,,
TROUSERS,Quicksilver Lines,Stripe Grey,27 December 2024,,,,
TROUSERS,Gunmetal Sparkle,Dark Grey,24 February 2025,For ARCHIVING,,,
TROUSERS,Steel Sparkle,Steel Grey,27 December 2024,,,,
SHIRTS,Beige,BEIGE,18 November 2024,,,https://organolinen.com/products/evie-linen-kurta-shirt,
SHIRTS,Ivory,BEIGE,24 February 2025,For ARCHIVING,,https://organolinen.com/products/cord-set-hugo-concord,
SHIRTS,Cream,BEIGE,18 November 2024,,,https://organolinen.com/products/mens-linen-shirt-yellow-sunny,https://organolinen.com/search?q=feather+white&options%5Bprefix%5D=last
SHIRTS,Feather White,WHITE,24 February 2025,LIVE,https://organolinen.com/products/linen-fabrics-natural-white-colors,https://organolinen.com/products/myst-pure-linen-shirt,https://organolinen.com/search?q=feather+white&options%5Bprefix%5D=last
SHIRTS,Orion White,WHITE,26 December 2024,,,https://organolinen.com/products/cord-set-echo-vista,
SHIRTS,Fern Green,GREEN,24 February 2025,For ARCHIVING,,https://organolinen.com/products/mens-linen-shirt-jazz-green,
SHIRTS,Pine Green,GREEN,24 February 2025,For ARCHIVING,,https://organolinen.com/products/mens-linen-shortsleeve-shirt-vista,https://organolinen.com/search?q=pine+green&options%5Bprefix%5D=last
SHIRTS,Olive Green,GREEN,26 December 2024,,,https://organolinen.com/products/mens-linen-heavy-shirt-raven,https://organolinen.com/search?q=pine+green&options%5Bprefix%5D=last
SHIRTS,Forrest Green,GREEN,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/mens-linen-shirt-ember-red,
SHIRTS,Pebble Grey,VANILLA GREY,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/merry-linen-shirt,
SHIRTS,Oat Grey,VANILLA GREEN,24 February 2025,LIVE,#N/A,https://organolinen.com/products/sunny-women-linen-shirt-yellow,
SHIRTS,Silver Fog,VANILLA BLUE,26 December 2024,,,https://organolinen.com/products/womens-linen-shirt-harbor-blue,
SHIRTS,Glacier Blue,AQUA BLUE,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/womens-classic-white-linen-shirt,
SHIRTS,Dark Cocoa,BROWNISH GREY,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/men-white-linen-shirt-cloud,https://organolinen.com/search?q=dark+cocoa&options%5Bprefix%5D=last
SHIRTS,Smoke Grey,ASH GREY,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-grey-cream,https://organolinen.com/products/womens-linen-shirt-jazz,https://organolinen.com/search?q=dark+cocoa&options%5Bprefix%5D=last
SHIRTS,Sage Green,PISTA GREEN,10 January 2025,For ARCHIVING,,https://organolinen.com/products/cacade-cord-outfit-men,
SHIRTS,Storm Grey,GREY,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/womens-pink-linen-shirt-autumn,
SHIRTS,Lavender,LAVENDER,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/mens-pumpkin-autumn-shirt-halloween,
SHIRTS,Almond Grey,CREAM,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-grey-cream,https://organolinen.com/products/ladies-linen-shirt-ember,
SHIRTS,Soft Pink,Pink/Peach,26 December 2024,,,https://organolinen.com/products/mens-linen-shirt-jute-feather,
SHIRTS,Ocean Blue,ROYAL BLUE,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/womens-yellow-linen-shirt-halo,https://organolinen.com/search?q=ocean+blue&options%5Bprefix%5D=last
SHIRTS,Linen Black,BLACK ,26 December 2024,,,https://organolinen.com/products/men-monogram-shirt-signature-linen,https://organolinen.com/search?q=ocean+blue&options%5Bprefix%5D=last
SHIRTS,Wine Red,WINE RED,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,https://organolinen.com/products/custom-monogram-linen-shirt-women,
SHIRTS,Maroon Red,MAROON,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-black-dark,https://organolinen.com/products/mens-fall-linen-shirt-willow,
SHIRTING,SuperWhite 100,SuperWhite 100,24 February 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-willow,
SHIRTING,SuperWhite 80,SuperWhite 80,24 February 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-raven,https://organolinen.com/search?q=superwhite&options%5Bprefix%5D=last
SHIRTING,SuperWhite 70,SuperWhite 70,24 February 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-canvas,https://organolinen.com/search?q=superwhite&options%5Bprefix%5D=last
SHIRTING,SuperWhite 60,SuperWhite 60,24 February 2025,LIVE,#N/A,https://organolinen.com/products/mens-heavy-linen-shirt-canvas,
SHIRTING,SuperWhite 44,SuperWhite 44,2 November 2024,,,https://organolinen.com/products/pure-linen-shirt-women-sasha,
SHIRTING,Stain Resistent (White),Stain Res White,24 February 2025,For ARCHIVING,,https://organolinen.com/products/linen-shirt-men-concord-pure-linen,
SHIRTING,LuxeScent (SuperWhite),Fragrance SuperWhite,24 February 2025,LIVE,https://organolinen.com/products/super-white-variety-linen-fabric,https://organolinen.com/products/womens-linen-shirt-concord-purelinen,
SHIRTING,LuxeScent Linen-Cotton (White),Fragrance White,24 February 2025,For ARCHIVING,,https://organolinen.com/products/ezra-linen-cuff-shirt,
SHIRTING,Lin-Cot SuperWhite,Lin-Cot SuperWhite,24 February 2025,LIVE,#N/A,https://organolinen.com/products/myra-sleeveless-linen-shirt,
SHIRTING,Lin-Cot White,Lin-Cot White,24 February 2025,LIVE,#N/A,https://organolinen.com/products/tanya-linen-shirt-women,
TROUSERS,Super Blanc,SuperWhite,24 February 2025,LIVE,#N/A,https://organolinen.com/search?q=super+blanc&options%5Bprefix%5D=last,https://organolinen.com/search?q=super+blanc&options%5Bprefix%5D=last
TROUSERS,Vanilla White,Vanilla White,24 February 2025,LIVE,#N/A,https://organolinen.com/search?q=super+blanc&options%5Bprefix%5D=last,https://organolinen.com/search?q=super+blanc&options%5Bprefix%5D=last
TROUSERS,Latte Beige,Latte Beige,24 February 2025,For ARCHIVING,,,
SHIRTS,BeigeLine Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/mens-linen-shirt-green-forrest,
SHIRTS,PistaLine Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/rino-linen-shirt-men-tan,https://organolinen.com/search?q=pistaline&options%5Bprefix%5D=last
SHIRTS,WhiteLine Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/camden-linen-printed-shirt-floral,
SHIRTS,SnowLine Luxe100,,24 February 2025,For ARCHIVING,,https://organolinen.com/products/green-linen-printed-custom-shirt,
SHIRTS,SkyLine Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/white-printed-linen-shirt-men,
SHIRTS,White Luxe125,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/nautical-blue-print-shirts-microprint,
SHIRTS,Platinum Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/men-linen-shirt-aidan-brown,
SHIRTS,Sky Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/mens-linen-shirt-ramy,
SHIRTS,SandCheck Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/mens-linen-shirt-blue-harbor,
SHIRTS,SnowCheck Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/evie-linen-kurta-shirt,
SHIRTS,BeigeCheck Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/cord-set-hugo-concord,
SHIRTS,SkyCheck Luxe100,,24 February 2025,LIVE,#N/A,https://organolinen.com/products/mens-linen-shirt-yellow-sunny,
TROUSERS,Abyss Green,Dark Green,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-fabrics-latin-suiting,,
TROUSERS,Abyss Blue,Navy Blue,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-fabrics-latin-suiting,https://organolinen.com/search?q=abyss+green&options%5Bprefix%5D=last,https://organolinen.com/search?q=abyss+green&options%5Bprefix%5D=last
TROUSERS,Pale Blue,Light Blue,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-fabrics-latin-suiting,https://organolinen.com/search?q=abyss+green&options%5Bprefix%5D=last,https://organolinen.com/search?q=abyss+green&options%5Bprefix%5D=last
TROUSERS,Spring Blue,Lighter Blue,24 February 2025,LIVE,https://organolinen.com/products/premium-linen-fabrics-latin-suiting,,
TROUSERS,Frosted Blue,Lightest Blue,24 February 2025,For ARCHIVING,,,
TROUSERS,Spring Green,Light Green,24 February 2025,For ARCHIVING,,,
SHIRTING,Spiced Rose,Pink,24 February 2025,For ARCHIVING,,https://organolinen.com/products/myst-pure-linen-shirt,https://organolinen.com/search?q=spiced+rose&options%5Bprefix%5D=last
SHIRTING,Peach Glow,Pink,24 February 2025,LIVE,https://organolinen.com/products/pink-pure-linen-fabrics-shirting,https://organolinen.com/products/cord-set-echo-vista,
SHIRTING,Pumpkin Spice,Pumpkin,24 February 2025,For ARCHIVING,,https://organolinen.com/products/mens-linen-shirt-jazz-green,
SHIRTING,Coral blush,Pumpkin,24 February 2025,For ARCHIVING,,https://organolinen.com/products/mens-linen-shortsleeve-shirt-vista,https://organolinen.com/search?q=coral+blush&options%5Bprefix%5D=last
SHIRTING,Autumn Rush,Pumpkin,24 February 2025,LIVE,https://organolinen.com/products/pink-pure-linen-fabrics-shirting,https://organolinen.com/products/mens-linen-heavy-shirt-raven,
SHIRTING,Black Feather,Net Black,24 February 2025,LIVE,#N/A,https://organolinen.com/products/mens-linen-shirt-ember-red,
SHIRTING,White Feather,Net White,24 February 2025,LIVE,#N/A,https://organolinen.com/products/merry-linen-shirt,
SHIRTING,Stone Feather,Net grey,24 February 2025,LIVE,#N/A,https://organolinen.com/products/sunny-women-linen-shirt-yellow,
SHIRTING,Mocha Feather,Net Brown,24 February 2025,LIVE,#N/A,https://organolinen.com/products/womens-linen-shirt-harbor-blue,
SHIRTING,Ocean Feather,Net Blue,24 February 2025,For ARCHIVING,,https://organolinen.com/products/womens-classic-white-linen-shirt,
SHIRTING,Sandstone Feather,Net Peach,24 February 2025,LIVE,#N/A,https://organolinen.com/products/men-white-linen-shirt-cloud,
SHIRTING,Pebble Feather,Net Lavender,24 February 2025,LIVE,#N/A,https://organolinen.com/products/womens-linen-shirt-jazz,
SHIRTING,Sage Feather,Net Pale Green,24 February 2025,LIVE,#N/A,https://organolinen.com/products/cacade-cord-outfit-men,
SHIRTING,Olive Feather,Net Olive,24 February 2025,For ARCHIVING,,https://organolinen.com/products/womens-pink-linen-shirt-autumn,
SHIRTING,Sunlime Green,Lime Green Set,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-lime-green,https://organolinen.com/products/mens-pumpkin-autumn-shirt-halloween,
SHIRTING,Lushfern Green,Lime Green Set,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-lime-green,https://organolinen.com/products/ladies-linen-shirt-ember,
SHIRTING,Sunleaf Green,Lime Green Set,17 February 2025,For ARCHIVING,,https://organolinen.com/products/mens-linen-shirt-jute-feather,
SHIRTING,Sunlime Yellow,Lime Green Set,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-lime-green,https://organolinen.com/products/womens-yellow-linen-shirt-halo,
SHIRTING,Limeleaf Green,Lime Green Set,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-lime-green,https://organolinen.com/products/men-monogram-shirt-signature-linen,
TROUSER,Ash Fog,,27 December 2024,,,,
TROUSER,Steel Gray,Steel Gray (trouser/cord),18 November 2024,,,,
TROUSER,Pigeon Gray,Pigeon,27 December 2024,,,,
TROUSER,Herb Garden,,27 December 2024,,,,
TROUSER,Woodland Taupe,,24 February 2025,For ARCHIVING,,,
TROUSER,Sandy Dune,,24 February 2025,LIVE,https://organolinen.com/products/linen-trouser-fabric-milan-25-lea,,
TROUSER,Cream Whisper,Cream,24 February 2025,LIVE,https://organolinen.com/products/linen-suiting-trouser-fabric-cream,,
TROUSER,Silver Sands,Silver,24 February 2025,For ARCHIVING,,,
TROUSER,Yale Blue,Yale,24 February 2025,LIVE,https://organolinen.com/products/linen-trouser-fabric-plain,,
TROUSER,Prussian Blue,Prussian,24 February 2025,For ARCHIVING,,,
TROUSER,Ash Gray,Ash,27 December 2024,,,,
TROUSER,Charcoal Black,,24 February 2025,LIVE,https://organolinen.com/products/linen-trouser-fabric-plain,,
SHIRTS,Burgundy Red,MAROON,29 January 2025,LIVE,#N/A,https://organolinen.com/products/custom-monogram-linen-shirt-women,
SHIRTS,Violet Blue,VIOLET,29 January 2025,LIVE,#N/A,https://organolinen.com/products/mens-fall-linen-shirt-willow,
SHIRTS,Algae Blue,LIME GREEN,29 January 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-willow,https://organolinen.com/search?q=algae+blue&options%5Bprefix%5D=last
SHIRTS,Mystic Blue,TEAL GREEN,29 January 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-raven,https://organolinen.com/search?q=algae+blue&options%5Bprefix%5D=last
SHIRTS,Smoked Green,SMOKED GREEN,29 January 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-canvas,
SHIRTS,Mint Green,MINT GREEN,29 January 2025,For ARCHIVING,,https://organolinen.com/products/mens-heavy-linen-shirt-canvas,
SHIRTS,Onyx Grey,CHARCOAL GREY,29 January 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-willow,
SHIRTS,Blue Steel,BLACK CURRENT,29 January 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-raven,
SHIRTS,Iron Blue,GREEN BLUE,29 January 2025,LIVE,#N/A,https://organolinen.com/products/womens-heavy-linen-shirt-canvas,
SHIRTS,Sandy Beige,BEIGE,29 January 2025,For ARCHIVING,,https://organolinen.com/products/mens-heavy-linen-shirt-canvas,
Pajama,Wine Red,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,https://organolinen.com/search?q=wine+red&options%5Bprefix%5D=last
Pajama,Ocean Blue,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,https://organolinen.com/search?q=wine+red&options%5Bprefix%5D=last
Pajama,Lavender,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,
Pajama,Storm Grey,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,
Pajama,Sage Green,,10 January 2025,For ARCHIVING,,,
Pajama,Smoke Grey,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabrics-grey-cream,,
Pajama,Dark Cocoa,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,
Pajama,Glacier Blue,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,
Pajama,Silver Fog,,26 December 2024,,,,https://organolinen.com/search?q=silver+fog&options%5Bprefix%5D=last
Pajama,Pebble Grey,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,
Pajama,Forrest Green,,24 February 2025,LIVE,https://organolinen.com/products/pure-linen-fabric-set-emera,,
Pajama,Olive Green,,26 December 2024,,,,
Pajama,Pine Green,,24 February 2025,For ARCHIVING,,,
Pajama,Cream,,18 November 2024,,,,
Pajama,Ivory,,24 February 2025,For ARCHIVING,,,
Pajama,Beige,,18 November 2024,,,,
